,Company,url
494,RSA INS.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BKKMKR23GBGBXSET1.html
495,RUFFER INV. CO.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B018CS46GBGBXSSMM.html
496,S & U,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007655037GBGBXSSMM.html
497,SABRE INSUR,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYWVDP49GBGBXSTMM.html
498,SAFESTORE,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1N7Z094GBGBXSTMM.html
499,SAGA,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BLT1Y088GBGBXSTMM.html
500,SAGE GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B8C3BL03GBGBXSET1.html
501,SAINSBURY(J),/exchange/prices-and-markets/stocks/summary/company-summary/GB00B019KW72GBGBXSET1.html
502,SANNE GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/JE00BVRZ8S85JEGBXSTMM.html
503,SAVILLS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B135BJ46GBGBXSTMM.html
504,SCHRODER ASIA,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007918872GBGBXSTMM.html
505,SCHRODER ASIAN,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008710799GBGBXSSMM.html
506,SCHRODER EUR.R,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BY7R8K77GBGBXSSMM.html
507,SCHRODER INC.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007915860GBGBXSSMM.html
508,SCHRODER JAPAN,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008022849GBGBXSSMM.html
509,SCHRODER ORIENT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0CRWN59GBGBXSSMM.html
510,SCHRODER REAL,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B01HM147GBGBXSSMM.html
511,SCHRODER UK M&S,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006108418GBGBXSSMM.html
512,SCHRODERS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0002405495GBGBXSET1.html
513,SCOT.AMER.INV.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007873697GBGBXSSMM.html
514,SCOT.INV.TST.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007826091GBGBXSTMM.html
515,SCOT.ORNTL.SMLL,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007836132GBGBXSSMM.html
516,SCOTTISH MORT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BLDYK618GBGBXSET1.html
517,SDL,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009376368GBGBXSSMM.html
518,SECS.SCOTLAND,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B09G3N23GBGBXSSMM.html
519,SEGRO,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B5ZN1N88GBGBXSET1.html
520,SENIOR,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007958233GBGBXSTMM.html
521,SEQUOIA ECO,/exchange/prices-and-markets/stocks/summary/company-summary/GG00BV54HY67GGGBXSTMM.html
522,SERCO GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007973794GBGBXSTMM.html
523,SEVERFIELD,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B27YGJ97GBGBXSSMM.html
524,SEVERN TRENT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1FH8J72GBGBXSET1.html
525,SHAFTESBURY,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007990962GBGBXSTMM.html
526,SIG,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008025412GBGBXSTMM.html
527,SIRIUS MINERALS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0DG3H29GBGBXSTMM.html
528,SIRIUS R E.,/exchange/prices-and-markets/stocks/summary/company-summary/GG00B1W3VF54GGGBXSSMM.html
529,SMITH&NEPHEW,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009223206GBGBXSET1.html
530,SMITH(DS),/exchange/prices-and-markets/stocks/summary/company-summary/GB0008220112GBGBXSET1.html
531,SMITHS GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1WY2338GBGBXSET1.html
532,SMITHSON INVEST,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BGJWTR88GBGBXSTMM.html
533,SMURFIT KAP.,/exchange/prices-and-markets/stocks/summary/company-summary/IE00B1RR8406IEGBXSET1.html
534,SOCO INTL.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B572ZV91GBGBXSSMM.html
535,SOFTCAT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYZDVK82GBGBXSTMM.html
536,SOPHOS GRP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYZFZ918GBGBXSTMM.html
537,SPECTRIS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003308607GBGBXSTMM.html
538,SPEEDY HIRE,/exchange/prices-and-markets/stocks/summary/company-summary/GB0000163088GBGBXSSMM.html
539,SPIRAX-SARCO,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BWFGQN14GBGBXSET1.html
540,SPIRE HEALTH,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BNLPYF73GBGBXSSMM.html
541,SPIRENT,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004726096GBGBXSTMM.html
542,SPORTECH,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B28ZPV64GBGBXSSMM.html
543,SPORTSDIRECT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1QH8P22GBGBXSTMM.html
544,SQN ASSET FIN,/exchange/prices-and-markets/stocks/summary/company-summary/GG00BN56JF17GGGBXSSMM.html
545,SQN ASSET FIN C,/exchange/prices-and-markets/stocks/summary/company-summary/GG00BFXYHJ13GGGBXSSMM.html
546,SSE,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007908733GBGBXSET1.html
547,SSP GRP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BFWK4V16GBGBXSTMM.html
548,ST.JAMES'S PLAC,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007669376GBGBXSET1.html
549,ST.MODWEN PROP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007291015GBGBXSTMM.html
550,STAGECOACH,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B6YTLS95GBGBXSTMM.html
551,STAND LIFE UK,/exchange/prices-and-markets/stocks/summary/company-summary/GB0002959582GBGBXSSMM.html
552,STAND.CHART.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004082847GBGBXSET1.html
553,STARWOOD EUR,/exchange/prices-and-markets/stocks/summary/company-summary/GG00B79WC100GGGBXSSMM.html
554,STD LFE IN PTY,/exchange/prices-and-markets/stocks/summary/company-summary/GB0033875286GBGBXSSMM.html
555,STD LIFE ABER,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BF8Q6K64GBGBXSET1.html
556,STD LIFE PRIV.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0030474687GBGBXSSMM.html
557,STHREE,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0KM9T71GBGBXSSMM.html
558,STOBART,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B03HDJ73GBGBXSTMM.html
559,STOCK SPIRIT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BF5SDZ96GBGBXSSMM.html
560,STRATEGIC EQTY,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0BDCB21GBGBXSSMM.html
561,STVG,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B3CX3644GBGBXSSMM.html
562,SUPERDRY,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B60BD277GBGBXSTMM.html
563,SYNCONA,/exchange/prices-and-markets/stocks/summary/company-summary/GG00B8P59C08GGGBXSTMM.html
564,SYNTHOMER,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009887422GBGBXSTMM.html
565,TALKTALK,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B4YCDF59GBGBXSTMM.html
566,TARGET HEALTH,/exchange/prices-and-markets/stocks/summary/company-summary/JE00B95CGW71GBGBXSSMM.html
567,TARSUS GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/JE00B3DG9318JEGBXSSMM.html
568,TATE & LYLE,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008754136GBGBXSTMM.html
569,TAYLOR WIMPEY,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008782301GBGBXSET1.html
570,TBC BANK GP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYT18307GBGBXSTMM.html
571,TED BAKER,/exchange/prices-and-markets/stocks/summary/company-summary/GB0001048619GBGBXSTMM.html
572,TELECOM PLUS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008794710GBGBXSTMM.html
573,TEMPLE BAR,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008825324GBGBXSTMM.html
574,TEMPLETON EMRG.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008829292GBGBXSTMM.html
575,TEN ENT GRP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BF020D33GBGBXSSMM.html
576,TESCO,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008847096GBGBXSET1.html
577,THE EURO INV,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003295010GBGBXSSMM.html
578,THE VITEC GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009296665GBGBXSSMM.html
579,THIRD POI. $,/exchange/prices-and-markets/stocks/summary/company-summary/GG00B1YQ7219ZZGBXSSMM.html
580,THOMAS COOK,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1VYCH82GBGBXSSMM.html
581,TI FLUID,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYQB9V88GBGBXSTMM.html
582,TOPPS TILES,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B18P5K83GBGBXSSMM.html
583,TOWN CENTRE,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003062816GBGBXSSMM.html
584,TP ICAP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1H0DZ51GBGBXSTMM.html
585,TR EURO.GROWTH,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009066928GBGBXSSMM.html
586,TR PROP.INV.TST,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009064097GBGBXSTMM.html
587,TRAVIS PERKINS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007739609GBGBXSTMM.html
588,TREATT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BKS7YK08GBGBXSSMM.html
589,TRIFAST,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008883927GBGBXSSMM.html
590,TRIPLE PNT SOC,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BF0P7H59GBGBXSSMM.html
591,TRITAX BIG BOX,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BG49KP99GBGBXSTMM.html
592,TROY INCOME,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003708665GBGBXSSMM.html
593,TT ELECTRONICS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008711763GBGBXSSMM.html
594,TUI AG,/exchange/prices-and-markets/stocks/summary/company-summary/DE000TUAG000GBGBXSET1.html
595,TULLOW OIL,/exchange/prices-and-markets/stocks/summary/company-summary/GB0001500809GBGBXSTMM.html
596,TWENTYFOUR INC,/exchange/prices-and-markets/stocks/summary/company-summary/GG00B90J5Z95GGGBXSSMM.html
597,TWENTYFOUR SEL,/exchange/prices-and-markets/stocks/summary/company-summary/GG00BJVDZ946GGGBXSSMM.html
598,TYMAN,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B29H4253GBGBXSSMM.html
599,U AND I GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB0002668464GBGBXSSMM.html
600,UDG HEALTHCARE,/exchange/prices-and-markets/stocks/summary/company-summary/IE0033024807IEGBXSTMM.html
601,UK COMM PROP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B19Z2J52GGGBXSTMM.html
602,ULTRA ELEC.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009123323GBGBXSTMM.html
603,UNILEVER,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B10RZP78GBGBXSET1.html
604,UNITE GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006928617GBGBXSTMM.html
605,UTD. UTILITIES,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B39J2M42GBGBXSET1.html
606,UTILICO EM.MKTS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BD45S967GBGBXSSMM.html
607,VALUE AND INC,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008484718GBGBXSSMM.html
608,VECTURA,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B01D1K48GBGBXSSMM.html
609,VESUVIUS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B82YXW83GBGBXSTMM.html
610,VICTREX,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009292243GBGBXSTMM.html
611,VIETNAM ENT,/exchange/prices-and-markets/stocks/summary/company-summary/KYG9361H1092GBGBXSTMM.html
612,VINACAP VIET OP,/exchange/prices-and-markets/stocks/summary/company-summary/GG00BYXVT888GGGBXSTMM.html
613,VIVO ENERGY,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BDGT2M75GBGBXSTMM.html
614,VODAFONE GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BH4HKS39GBGBXSET1.html
615,VOLUTION,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BN3ZZ526GBGBXSSMM.html
616,VP,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009286963GBGBXSSMM.html
617,VPC SPECIALTY,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BVG6X439GBGBXSSMM.html
618,WEIR GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009465807GBGBXSTMM.html
619,WETHERSPOON(JD),/exchange/prices-and-markets/stocks/summary/company-summary/GB0001638955GBGBXSTMM.html
620,WH SMITH,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B2PDGW16GBGBXSTMM.html
621,WHITBREAD,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1KJJ408GBGBXSET1.html
622,WILLIAM HILL,/exchange/prices-and-markets/stocks/summary/company-summary/GB0031698896GBGBXSTMM.html
623,WINCANTON,/exchange/prices-and-markets/stocks/summary/company-summary/GB0030329360GBGBXSSMM.html
624,WITAN INV TST,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009744060GBGBXSTMM.html
625,WITAN PAC,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003656021GBGBXSSMM.html
626,WIZZ AIR,/exchange/prices-and-markets/stocks/summary/company-summary/JE00BN574F90JEGBXSTMM.html
627,WOOD GRP(J),/exchange/prices-and-markets/stocks/summary/company-summary/GB00B5N0P849GBGBXSET1.html
628,WOODFORD,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BVG1CF25GBGBXSTMM.html
629,WORKSPACE GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B67G5X01GBGBXSTMM.html
630,WORLDWIDE HC,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003385308GBGBXSTMM.html
631,WPP,/exchange/prices-and-markets/stocks/summary/company-summary/JE00B8KF9B49JEGBXSET1.html
632,XAAR,/exchange/prices-and-markets/stocks/summary/company-summary/GB0001570810GBGBXSSMM.html
633,XP POWER,/exchange/prices-and-markets/stocks/summary/company-summary/SG9999003735JEGBXSSMM.html
634,XPS PENSIONS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BDDN1T20GBGBXSSMM.html
635,ZOTEFOAMS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009896605GBGBXSSMM.html
